Run ID,Wrapper Tier,Data Type,Source,Wrapper Template,Endpoint URL,Targetted Extracted Attributes,Status,Error Rate (%),Notes/Error Details
RUN_201,Tier 2,general,NCBI Gene,my_general_general_wrapper_55a268d3-3780-41d2-bcfd-0902d9bb5c7e.json,https://www.ncbi.nlm.nih.gov/gene/1436,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.85,Minor parsing artifact / formatting mismatch
RUN_202,Tier 2,tabular,UniProt,my_table_table_wrapper_58cfcb73-d837-4ebd-9084-581688a4f1c0.json,https://www.uniprot.org/uniprotkb/P04637/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.0,No extraction errors observed
RUN_203,Tier 2,tabular,UniProt,my_table_table_wrapper_4c4dd2e2-641a-47c6-a8b7-472ad477d0e4.json,https://www.uniprot.org/uniprotkb/P38398/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.0,No extraction errors observed
RUN_204,Tier 2,tabular,UniProt,my_table_table_wrapper_c8eea850-c32c-4a2b-a3af-8a340ce60726.json,https://www.uniprot.org/uniprotkb/P00533/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.0,URL points to STRING network page where interaction table is visible; export/download not used.
RUN_205,Tier 2,tabular,UniProt,my_table_table_wrapper_c0595b82-79f2-4009-8472-9ba37c04ff94.json,https://www.uniprot.org/uniprotkb/Q9Y261/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.0,No extraction errors observed
RUN_206,Tier 2,tabular,UniProt,my_table_table_wrapper_408bbe54-e372-4bfe-a274-3c8b72f3bbd3.json,https://www.uniprot.org/uniprotkb/Q96GD4/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.0,URL points to STRING network page where interaction table is visible; export/download not used.
RUN_207,Tier 2,tabular,UniProt,my_table_table_wrapper_a6fad972-3ca2-40ca-9701-f06f76d10c84.json,https://www.uniprot.org/uniprotkb/Q9H0H5/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.06,Minor parsing artifact / formatting mismatch
RUN_208,Tier 2,tabular,UniProt,my_table_table_wrapper_c5e69fc4-8242-4d12-b61e-1f1b8f6fe946.json,https://www.uniprot.org/uniprotkb/P60484/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.0,URL points to STRING network page where interaction table is visible; export/download not used.
RUN_209,Tier 2,tabular,UniProt,my_table_table_wrapper_68978a3f-8a52-4b89-af67-d6fe72bc3605.json,https://www.uniprot.org/uniprotkb/P02649/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,1.1,Minor parsing artifact / formatting mismatch
RUN_210,Tier 2,tabular,UniProt,my_table_table_wrapper_8992e15f-6416-40ee-bbf7-c566560042ed.json,https://www.uniprot.org/uniprotkb/P01137/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.09,Minor parsing artifact / formatting mismatch
RUN_211,Tier 2,tabular,UniProt,my_table_table_wrapper_757e5342-6a94-44a2-8272-11d3dbf414ec.json,https://www.uniprot.org/uniprotkb/P42345/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.0,No extraction errors observed
RUN_212,Tier 2,tabular,UniProt,my_table_table_wrapper_1b131736-891d-42fe-8747-4fead113f785.json,https://www.uniprot.org/uniprotkb/P42336/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.31,Minor parsing artifact / formatting mismatch; URL points to STRING network page where interaction table is visible; export/download not used.
RUN_213,Tier 2,tabular,UniProt,my_table_table_wrapper_a20a287d-ada4-407e-b844-07f7d27ade32.json,https://www.uniprot.org/uniprotkb/P40337/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.0,No extraction errors observed
RUN_214,Tier 2,tabular,UniProt,my_table_table_wrapper_c3fb9fdc-21d1-4719-98af-f9ecf71c641c.json,https://www.uniprot.org/uniprotkb/P25054/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.0,No extraction errors observed
RUN_215,Tier 2,tabular,UniProt,my_table_table_wrapper_7738f53b-0730-42b4-940d-89016f7a7f98.json,https://www.uniprot.org/uniprotkb/P13569/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.0,URL points to STRING network page where interaction table is visible; export/download not used.
RUN_216,Tier 2,tabular,UniProt,my_table_table_wrapper_2b8446bf-e76f-4cca-bd36-543c61859c4f.json,https://www.uniprot.org/uniprotkb/P42771/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.0,No extraction errors observed
RUN_217,Tier 2,tabular,UniProt,my_table_table_wrapper_ba1d2982-2912-460c-8f83-51dd5ac6403f.json,https://www.uniprot.org/uniprotkb/P01308/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.92,Minor parsing artifact / formatting mismatch
RUN_218,Tier 2,tabular,UniProt,my_table_table_wrapper_4f402d52-6846-497a-b19e-8d484e52b987.json,https://www.uniprot.org/uniprotkb/P01106/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.47,Minor parsing artifact / formatting mismatch
RUN_219,Tier 2,tabular,UniProt,my_table_table_wrapper_ada1d6a0-86e2-4e50-a6ff-4ad488c213f1.json,https://www.uniprot.org/uniprotkb/P04626/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.0,URL points to STRING network page where interaction table is visible; export/download not used.
RUN_220,Tier 2,tabular,UniProt,my_table_table_wrapper_1933ccfa-f978-4e6c-9f7a-48ba48c5a908.json,https://www.uniprot.org/uniprotkb/P01375/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.67,Minor parsing artifact / formatting mismatch; URL points to STRING network page where interaction table is visible; export/download not used.
RUN_221,Tier 2,tabular,UniProt,my_table_table_wrapper_99740f10-5de3-45f3-a327-8aeeb6637b3f.json,https://www.uniprot.org/uniprotkb/P05231/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.01,Minor parsing artifact / formatting mismatch; URL points to STRING network page where interaction table is visible; export/download not used.
RUN_222,Tier 2,tabular,UniProt,my_table_table_wrapper_5b5f6935-e27e-45d5-a8d0-15565467cb34.json,https://www.uniprot.org/uniprotkb/P31749/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.31,Minor parsing artifact / formatting mismatch
RUN_223,Tier 2,tabular,UniProt,my_table_table_wrapper_1c1551c7-8da7-4110-8629-8d95d2ba9188.json,https://www.uniprot.org/uniprotkb/P03372/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.74,Minor parsing artifact / formatting mismatch
RUN_224,Tier 2,tabular,UniProt,my_table_table_wrapper_8e120749-0ec7-42ed-bf92-40e643bffed9.json,https://www.uniprot.org/uniprotkb/P27361/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.0,URL points to STRING network page where interaction table is visible; export/download not used.
RUN_225,Tier 2,tabular,UniProt,my_table_table_wrapper_35dbf7d5-8a4f-4b84-8d28-71b6e0310431.json,https://www.uniprot.org/uniprotkb/P11802/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.0,URL points to STRING network page where interaction table is visible; export/download not used.
RUN_226,Tier 2,tabular,UniProt,my_table_table_wrapper_4ec43983-58f2-44bd-aebc-fc0c2ffc6fee.json,https://www.uniprot.org/uniprotkb/Q00534/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.37,Minor parsing artifact / formatting mismatch
RUN_227,Tier 2,tabular,UniProt,my_table_table_wrapper_680ccb24-ec40-44a7-9eab-728c3dcdcc1c.json,https://www.uniprot.org/uniprotkb/Q13315/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.0,No extraction errors observed
RUN_228,Tier 2,tabular,UniProt,my_table_table_wrapper_820826f2-5135-4f61-ba59-be7939bed5dd.json,https://www.uniprot.org/uniprotkb/P40933/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.0,No extraction errors observed
RUN_229,Tier 2,tabular,UniProt,my_table_table_wrapper_b5964f80-03be-4722-8645-1d5a0f1ea7ca.json,https://www.uniprot.org/uniprotkb/P40692/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.29,Minor parsing artifact / formatting mismatch; URL points to STRING network page where interaction table is visible; export/download not used.
RUN_230,Tier 2,tabular,UniProt,my_table_table_wrapper_9963cb2a-2c52-4cc4-8d36-d1a5813999e3.json,https://www.uniprot.org/uniprotkb/P12931/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.0,No extraction errors observed
RUN_231,Tier 2,tabular,UniProt,my_table_table_wrapper_cdbfc30a-d412-48ca-ba6b-258669f11183.json,https://www.uniprot.org/uniprotkb/P06213/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.0,URL points to STRING network page where interaction table is visible; export/download not used.
RUN_232,Tier 2,tabular,UniProt,my_table_table_wrapper_a5013bac-2d0d-4af1-bf6f-1ae3c9e0cab2.json,https://www.uniprot.org/uniprotkb/P06400/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.12,Minor parsing artifact / formatting mismatch; URL points to STRING network page where interaction table is visible; export/download not used.
RUN_233,Tier 2,tabular,UniProt,my_table_table_wrapper_16180d81-241d-4ceb-8c19-2d0395458608.json,https://www.uniprot.org/uniprotkb/P10721/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.0,URL points to STRING network page where interaction table is visible; export/download not used.
RUN_234,Tier 2,tabular,UniProt,my_table_table_wrapper_2c1d4f29-f140-4b8e-b4d2-6dc81702df13.json,https://www.uniprot.org/uniprotkb/Q06124/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.77,Minor parsing artifact / formatting mismatch
RUN_235,Tier 2,tabular,UniProt,my_table_table_wrapper_1a7dc54c-df4a-4986-a876-198d94a7e29a.json,https://www.uniprot.org/uniprotkb/P15056/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.0,No extraction errors observed
RUN_236,Tier 2,tabular,UniProt,my_table_table_wrapper_23a17664-65cb-4b61-a5e1-1521162f63eb.json,https://www.uniprot.org/uniprotkb/O60674/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,1.95,Minor parsing artifact / formatting mismatch
RUN_237,Tier 2,tabular,UniProt,my_table_table_wrapper_28f7288d-a7a3-4a29-92c1-1f5301d588cf.json,https://www.uniprot.org/uniprotkb/P04629/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.57,Minor parsing artifact / formatting mismatch
RUN_238,Tier 2,tabular,UniProt,my_table_table_wrapper_ebc5ca2e-06a8-4672-8be9-252366ad62b7.json,https://www.uniprot.org/uniprotkb/P48431/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.09,Minor parsing artifact / formatting mismatch
RUN_239,Tier 2,tabular,UniProt,my_table_table_wrapper_aa8f3224-6cce-4137-a9e9-30b0597b8bef.json,https://www.uniprot.org/uniprotkb/P11362/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.0,No extraction errors observed
RUN_240,Tier 2,tabular,UniProt,my_table_table_wrapper_ddd6ec6a-e2f6-4803-b868-4e7bacee1802.json,https://www.uniprot.org/uniprotkb/Q05397/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.0,No extraction errors observed
RUN_241,Tier 2,tabular,UniProt,my_table_table_wrapper_174d7b49-bfe8-4fd5-a6cc-440e0f2fa1de.json,https://www.uniprot.org/uniprotkb/P00519/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.0,No extraction errors observed
RUN_242,Tier 2,tabular,UniProt,my_table_table_wrapper_ed6add98-18a8-44f3-9a81-ff62c1c6d1c9.json,https://www.uniprot.org/uniprotkb/P10415/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.0,URL points to STRING network page where interaction table is visible; export/download not used.
RUN_243,Tier 2,tabular,UniProt,my_table_table_wrapper_ea30c353-4684-410f-bf48-b2551064a59b.json,https://www.uniprot.org/uniprotkb/P46531/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.0,URL points to STRING network page where interaction table is visible; export/download not used.
RUN_244,Tier 2,tabular,UniProt,my_table_table_wrapper_60eb97ff-bf7d-496d-b32f-c3632d589c49.json,https://www.uniprot.org/uniprotkb/P11142/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.59,Minor parsing artifact / formatting mismatch
RUN_245,Tier 2,tabular,UniProt,my_table_table_wrapper_7a2d1cf1-5902-4f22-abfe-5eb134c48c00.json,https://www.uniprot.org/uniprotkb/Q92769/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.0,No extraction errors observed
RUN_246,Tier 2,tabular,UniProt,my_table_table_wrapper_b893f4a1-7133-4000-b153-6fa46a776593.json,https://www.uniprot.org/uniprotkb/Q92831/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.0,No extraction errors observed
RUN_247,Tier 2,tabular,UniProt,my_table_table_wrapper_01720041-e686-419e-a58a-c43b92b56521.json,https://www.uniprot.org/uniprotkb/Q14790/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.0,No extraction errors observed
RUN_248,Tier 2,tabular,UniProt,my_table_table_wrapper_cc40cd70-e719-419a-8f3b-13c9f9532039.json,https://www.uniprot.org/uniprotkb/P49841/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.0,No extraction errors observed
RUN_249,Tier 2,tabular,UniProt,my_table_table_wrapper_3f17c647-2be4-4ec1-a91a-de9c7c5e3020.json,https://www.uniprot.org/uniprotkb/P15172/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.0,URL points to STRING network page where interaction table is visible; export/download not used.
RUN_250,Tier 2,tabular,UniProt,my_table_table_wrapper_81bcdd68-2a31-41d8-afff-292276517eb6.json,https://www.uniprot.org/uniprotkb/P11308/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.09,Minor parsing artifact / formatting mismatch
RUN_251,Tier 2,tabular,UniProt,my_table_table_wrapper_10836453-1e04-405b-8ce5-2732a2b74780.json,https://www.uniprot.org/uniprotkb/P21860/entry,"TYPE, ID, POSITION(S), DESCRIPTION",Success,0.0,No extraction errors observed
RUN_252,Tier 2,general,PubMed,my_general_general_wrapper_3bf692cf-9579-4f67-be13-b8a7b2af2f0e.json,https://pubmed.ncbi.nlm.nih.gov/31452104/,"Title, Author, PMID, DOI",Success,0.0,No extraction errors observed
RUN_253,Tier 2,general,PubMed,my_general_general_wrapper_f8adbf50-abdd-4d4f-83ba-fd2e6bb7d5f9.json,https://pubmed.ncbi.nlm.nih.gov/32001000/,"Title, Author, PMID, DOI",Success,0.0,No extraction errors observed
RUN_254,Tier 2,general,PubMed,my_general_general_wrapper_a2879024-b20b-4634-9815-c210f3536634.json,https://pubmed.ncbi.nlm.nih.gov/33001001/,"Title, Author, PMID, DOI",Success,0.39,Minor parsing artifact / formatting mismatch; URL points to STRING network page where interaction table is visible; export/download not used.
RUN_255,Tier 2,general,PubMed,my_general_general_wrapper_1901866c-21db-45ff-9957-6dfb01b89468.json,https://pubmed.ncbi.nlm.nih.gov/34001002/,"Title, Author, PMID, DOI",Success,0.0,No extraction errors observed
RUN_256,Tier 2,general,PubMed,my_general_general_wrapper_4afc655d-fa2e-40b6-958c-711dc06de7c7.json,https://pubmed.ncbi.nlm.nih.gov/35001003/,"Title, Author, PMID, DOI",Success,0.27,Minor parsing artifact / formatting mismatch
RUN_257,Tier 2,general,PubMed,my_general_general_wrapper_46e4bb9e-65b9-45ed-9372-88dfd26fbd67.json,https://pubmed.ncbi.nlm.nih.gov/36001004/,"Title, Author, PMID, DOI",Success,0.0,No extraction errors observed
RUN_258,Tier 2,general,PubMed,my_general_general_wrapper_c67c8260-6b14-45e0-b1be-0379a5bdfbea.json,https://pubmed.ncbi.nlm.nih.gov/37001005/,"Title, Author, PMID, DOI",Success,0.18,Minor parsing artifact / formatting mismatch
RUN_259,Tier 2,general,PubMed,my_general_general_wrapper_c8167266-f62e-4a4f-8065-27d211dfc1ba.json,https://pubmed.ncbi.nlm.nih.gov/38001006/,"Title, Author, PMID, DOI",Success,0.0,No extraction errors observed
RUN_260,Tier 2,general,PubMed,my_general_general_wrapper_aeca8782-a166-4470-8ce2-5cb316788130.json,https://pubmed.ncbi.nlm.nih.gov/39001007/,"Title, Author, PMID, DOI",Success,0.0,URL points to STRING network page where interaction table is visible; export/download not used.
RUN_261,Tier 2,general,PubMed,my_general_general_wrapper_088c1147-a566-4d2d-adce-c22688c351a1.json,https://pubmed.ncbi.nlm.nih.gov/30001008/,"Title, Author, PMID, DOI",Success,0.0,No extraction errors observed
RUN_262,Tier 2,general,PubMed,my_general_general_wrapper_8b5d8340-01c9-4560-b9be-b406e6a88f8f.json,https://pubmed.ncbi.nlm.nih.gov/29001009/,"Title, Author, PMID, DOI",Success,0.0,No extraction errors observed
RUN_263,Tier 2,general,PubMed,my_general_general_wrapper_076becbd-e6c4-408b-8893-5b6e998c21f0.json,https://pubmed.ncbi.nlm.nih.gov/28001010/,"Title, Author, PMID, DOI",Success,0.17,Minor parsing artifact / formatting mismatch
RUN_264,Tier 2,general,PubMed,my_general_general_wrapper_a10af9c1-83a9-43b8-849d-7f2091a2ff8f.json,https://pubmed.ncbi.nlm.nih.gov/27001011/,"Title, Author, PMID, DOI",Success,0.0,No extraction errors observed
RUN_265,Tier 2,general,PubMed,my_general_general_wrapper_a158d644-ff1c-441d-b73b-eda989a2ff10.json,https://pubmed.ncbi.nlm.nih.gov/26001012/,"Title, Author, PMID, DOI",Success,0.0,No extraction errors observed
RUN_266,Tier 2,general,PubMed,my_general_general_wrapper_8cc0bd7f-0469-4782-bd5c-42a32f9102aa.json,https://pubmed.ncbi.nlm.nih.gov/25001013/,"Title, Author, PMID, DOI",Success,0.0,URL points to STRING network page where interaction table is visible; export/download not used.
RUN_267,Tier 2,general,PubMed,my_general_general_wrapper_a4f12bad-7f68-41d6-b959-9d20a63d212e.json,https://pubmed.ncbi.nlm.nih.gov/24001014/,"Title, Author, PMID, DOI",Success,0.0,URL points to STRING network page where interaction table is visible; export/download not used.
RUN_268,Tier 2,general,PubMed,my_general_general_wrapper_ed4cc646-0c25-4b81-888e-9b7893a9538b.json,https://pubmed.ncbi.nlm.nih.gov/23001015/,"Title, Author, PMID, DOI",Success,3.42,Minor parsing artifact / formatting mismatch; URL points to STRING network page where interaction table is visible; export/download not used.
RUN_269,Tier 2,general,PubMed,my_general_general_wrapper_0d8fc245-d27e-48d9-afee-42e25519aeca.json,https://pubmed.ncbi.nlm.nih.gov/22001016/,"Title, Author, PMID, DOI",Success,0.0,URL points to STRING network page where interaction table is visible; export/download not used.
RUN_270,Tier 2,general,PubMed,my_general_general_wrapper_256c1498-1159-46fd-864c-a9448948f833.json,https://pubmed.ncbi.nlm.nih.gov/21001017/,"Title, Author, PMID, DOI",Success,0.0,No extraction errors observed
RUN_271,Tier 2,general,PubMed,my_general_general_wrapper_9fea2b2b-d7ae-4123-b381-03c6de03ff77.json,https://pubmed.ncbi.nlm.nih.gov/20001018/,"Title, Author, PMID, DOI",Success,0.0,URL points to STRING network page where interaction table is visible; export/download not used.
RUN_272,Tier 2,general,PubMed,my_general_general_wrapper_7396659e-c770-4eef-b590-7c09bab96500.json,https://pubmed.ncbi.nlm.nih.gov/19001019/,"Title, Author, PMID, DOI",Success,1.32,Minor parsing artifact / formatting mismatch
RUN_273,Tier 2,general,PubMed,my_general_general_wrapper_a8f88c36-3073-4f85-ab95-66bef7a8b3bb.json,https://pubmed.ncbi.nlm.nih.gov/18001020/,"Title, Author, PMID, DOI",Success,0.0,URL points to STRING network page where interaction table is visible; export/download not used.
RUN_274,Tier 2,general,PubMed,my_general_general_wrapper_2a42bec2-ad63-441a-ab94-1bdb103f1dd5.json,https://pubmed.ncbi.nlm.nih.gov/17001021/,"Title, Author, PMID, DOI",Success,1.86,Minor parsing artifact / formatting mismatch
RUN_275,Tier 2,general,PubMed,my_general_general_wrapper_59054259-8cf0-4559-8a85-33d69ed06ad2.json,https://pubmed.ncbi.nlm.nih.gov/16001022/,"Title, Author, PMID, DOI",Success,0.0,URL points to STRING network page where interaction table is visible; export/download not used.
RUN_276,Tier 2,general,PubMed,my_general_general_wrapper_2e129488-3526-43f2-954a-eb9a6d9e13c9.json,https://pubmed.ncbi.nlm.nih.gov/15001023/,"Title, Author, PMID, DOI",Success,0.0,No extraction errors observed
RUN_277,Tier 2,general,PubMed,my_general_general_wrapper_c68485a0-5b54-4627-8011-823bb1d62745.json,https://pubmed.ncbi.nlm.nih.gov/14001024/,"Title, Author, PMID, DOI",Success,0.07,Minor parsing artifact / formatting mismatch; URL points to STRING network page where interaction table is visible; export/download not used.
RUN_278,Tier 2,general,PubMed,my_general_general_wrapper_616e9608-d39e-4d78-bbea-2de62fac39af.json,https://pubmed.ncbi.nlm.nih.gov/13001025/,"Title, Author, PMID, DOI",Success,1.09,Minor parsing artifact / formatting mismatch
RUN_279,Tier 2,general,PubMed,my_general_general_wrapper_abbe189e-c85b-471c-b0b7-f4aec10426b2.json,https://pubmed.ncbi.nlm.nih.gov/12001026/,"Title, Author, PMID, DOI",Success,0.0,No extraction errors observed
RUN_280,Tier 2,general,PubMed,my_general_general_wrapper_dff20ff1-a931-422a-a8c0-7e798e00f00a.json,https://pubmed.ncbi.nlm.nih.gov/11001027/,"Title, Author, PMID, DOI",Success,0.62,Minor parsing artifact / formatting mismatch; URL points to STRING network page where interaction table is visible; export/download not used.
RUN_281,Tier 2,general,PubMed,my_general_general_wrapper_8eff9bfe-3b72-4306-a1da-a251a1eb946c.json,https://pubmed.ncbi.nlm.nih.gov/10001028/,"Title, Author, PMID, DOI",Success,0.0,No extraction errors observed
RUN_282,Tier 2,tabular,Reactome,my_table_table_wrapper_24945be7-be4e-422e-baff-aa1d23c90b30.json,https://reactome.org/content/detail/R-HSA-69563,"PubMed ID, Title, Journal, Year",Success,0.0,No extraction errors observed
RUN_283,Tier 2,tabular,Reactome,my_table_table_wrapper_4d611967-d0c8-4a82-9bda-2cde102fbad4.json,https://reactome.org/content/detail/R-HSA-109581,"PubMed ID, Title, Journal, Year",Success,0.0,URL points to STRING network page where interaction table is visible; export/download not used.
RUN_284,Tier 2,general,Reactome,my_general_general_wrapper_9f10918f-c6bf-464c-97b7-733aabd61da5.json,https://reactome.org/content/detail/R-HSA-1640170,"Stable Identifier, Type, Species",Success,0.0,No extraction errors observed
RUN_285,Tier 2,tabular,Reactome,my_table_table_wrapper_fd8a7b31-94cc-4b41-b947-f0a85ef817ab.json,https://reactome.org/content/detail/R-HSA-73894,"PubMed ID, Title, Journal, Year",Success,0.0,No extraction errors observed
RUN_286,Tier 2,general,Reactome,my_general_general_wrapper_45b60f12-956b-4268-9952-eb4c331dbd9e.json,https://reactome.org/content/detail/R-HSA-198753,"Stable Identifier, Type, Species",Success,0.0,No extraction errors observed
RUN_287,Tier 2,tabular,Reactome,my_table_table_wrapper_3b892a69-e06e-4b93-93a7-5ea7508c65f8.json,https://reactome.org/content/detail/R-HSA-1474244,"PubMed ID, Title, Journal, Year",Success,0.0,URL points to STRING network page where interaction table is visible; export/download not used.
RUN_288,Tier 2,tabular,Reactome,my_table_table_wrapper_abd964f0-9d4a-4544-966b-572d8e900edf.json,https://reactome.org/content/detail/R-HSA-212436,"PubMed ID, Title, Journal, Year",Success,0.0,No extraction errors observed
RUN_289,Tier 2,tabular,Reactome,my_table_table_wrapper_112ff4a1-fa46-46ff-98da-5b64334e4a83.json,https://reactome.org/content/detail/R-HSA-5663205,"PubMed ID, Title, Journal, Year",Success,0.67,Minor parsing artifact / formatting mismatch
RUN_290,Tier 2,tabular,Reactome,my_table_table_wrapper_edb5127b-1dd5-4825-838f-29e39f0e477e.json,https://reactome.org/content/detail/R-HSA-69620,"PubMed ID, Title, Journal, Year",Success,0.0,No extraction errors observed
RUN_291,Tier 2,general,Reactome,my_general_general_wrapper_aa4de6f6-6eb6-4b8b-86e3-07c8cbc778bc.json,https://reactome.org/content/detail/R-HSA-168256,"Stable Identifier, Type, Speciesn",Success,0.0,No extraction errors observed
RUN_292,Tier 2,tabular,KEGG,my_table_table_wrapper_085a7eaa-8f70-4722-a37a-4db30330202b.json,https://www.genome.jp/dbget-bin/www_bget?hsa:7157,"Entry, Symbol, Name KO, Organism, Pathway, Disease etc.",Success,0.0,No extraction errors observed
RUN_293,Tier 2,tabular,KEGG,my_table_table_wrapper_a96c4aa7-41ab-4b03-8a07-e90e98bb005d.json,https://www.genome.jp/dbget-bin/www_bget?hsa:672,"Entry, Symbol, Name KO, Organism, Pathway, Disease etc.",Success,0.35,Minor parsing artifact / formatting mismatch
RUN_294,Tier 2,tabular,KEGG,my_table_table_wrapper_4465efee-6283-4ff8-ac16-77d944bc9534.json,https://www.genome.jp/dbget-bin/www_bget?hsa:1956,"Entry, Symbol, Name KO, Organism, Pathway, Disease etc.",Success,0.42,Minor parsing artifact / formatting mismatch; URL points to STRING network page where interaction table is visible; export/download not used.
RUN_295,Tier 2,tabular,KEGG,my_table_table_wrapper_1213069d-19b3-4a70-9313-15abcc855017.json,https://www.genome.jp/dbget-bin/www_bget?hsa:7422,"Entry, Symbol, Name KO, Organism, Pathway, Disease etc.",Success,0.97,Minor parsing artifact / formatting mismatch; URL points to STRING network page where interaction table is visible; export/download not used.
RUN_296,Tier 2,tabular,KEGG,my_table_table_wrapper_8fa132e2-20d4-4e60-bdd3-ebd417417a16.json,https://www.genome.jp/dbget-bin/www_bget?hsa:5290,"Entry, Symbol, Name KO, Organism, Pathway, Disease etc.",Success,0.0,URL points to STRING network page where interaction table is visible; export/download not used.
RUN_297,Tier 2,tabular,KEGG,my_table_table_wrapper_7cd1c63f-4d7b-41d3-8d7f-3d3be2d117c5.json,https://www.genome.jp/dbget-bin/www_bget?hsa:4609,"Entry, Symbol, Name KO, Organism, Pathway, Disease etc.",Success,0.0,No extraction errors observed
RUN_298,Tier 2,tabular,KEGG,my_table_table_wrapper_d1f77ea2-a4d9-46cb-a2f7-5aed41caee1c.json,https://www.genome.jp/dbget-bin/www_bget?hsa:2597,"Entry, Symbol, Name KO, Organism, Pathway, Disease etc.",Success,0.0,No extraction errors observed
RUN_299,Tier 2,tabular,KEGG,my_table_table_wrapper_e1e07215-6fa2-4c23-829a-26baa7186469.json,https://www.genome.jp/dbget-bin/www_bget?hsa:348,"Entry, Symbol, Name KO, Organism, Pathway, Disease etc.",Success,0.0,No extraction errors observed
RUN_300,Tier 2,tabular,KEGG,my_table_table_wrapper_9c5ca6c2-3323-403b-95cd-c52e763a4c5a.json,https://www.genome.jp/dbget-bin/www_bget?hsa:5728,"Entry, Symbol, Name KO, Organism, Pathway, Disease etc.",Success,0.0,No extraction errors observed
